,essay_id,grade,prompt,essay,excerpt,feedback,tid,isRepresentative,comment_id
1156,,,,,"parents AND people alone, just not parents",a little awkward. Does this mean that parents aren't people?,,,1712529511644
1157,,,,, 'bad things' ,probably beneficial to be more specific with this,,,1712529536911
1158,,,,,Libraries ,lower case,,,1712529555085
1159,,,,,censorize ,censor,,,1712529561528
1160,,,,,there ,these,,,1712529571173
1161,,,,,ont censorize ,won't censor,,,1712529578065
1162,,,,,catagories ,categories,,,1712529584418
1163,,,,,catagorize ,categorize,,,1712529589676
1164,,,,,Censorship should be practiced everywhere,This conclusion is abrupt after your previous mitigating statement.,,,1712529597469
1165,,,,,censoring ,"Can you be more specific about what you mean here by censoring? In the next part of this, you say that libraries could categorize and move materials to different sections. What would be different between that and your proposed censorship that you think is OK?",,,1712529612740
1167,,,,,I pretty,Always reread to check for grammar and mechanics,,,1712597860306
1168,,,,,ways,Be more specific. Ways to what?,,,1712597871722
1169,,,,,there,"Use ""their"" instead",,,1712605588620
1170,,,,,serious.,"change to ""seriously."" What do you think about ending this sentence with a question mark? ",,,1714404352328
1171,,,,,ways,why :),,,1714404379653
1172,,,,, In the paragraph I ,"I love that you are referencing yourself. Keep it more formal. You could say instead: As previously mentioned,",,,1714404401278
1173,,,,, parents really don't keep a good eye things,Watch for over generalizations,,,1714404431547
1174,,,,,just words on a piece of paper,Are they just words?,,,1714404460424
1175,,,,,library,This sentence feels incomplete. Could you elaborate on the ending: for a reason?,,,1714404481842
1177,,,,,"The most important reason why I beleive that items that appear to be offensive should not be removed from library shelves is because people should be able to read, listen, or watch watever they want to",Could you add: And decide for themselves what is or isn't offensive?,,,1714404943316
1178,,,,,If that's what people are interensted in then so be it,Such a strong sentence here!,,,1714404967753
1179,,,,,ed. Just because a movie is rated @CAPS1 doesn't mean that it still doesn't have a good story or moral to i,"Yes! Excellent example that serves as a great counterargument against ""offensive"" content",,,1714404989458
1180,,,,,ple beleive,Watch your spelling!,,,1714405026168
